,tconst,writer
1988,tt0045897,nm0846068
1989,tt0045897,nm0033780
1990,tt0045897,nm0030786
1991,tt0045911,nm0168356
1992,tt0045943,nm0000636
1993,tt0045943,nm0000581
1994,tt0046004,nm0039107
1995,tt0046004,nm0257129
1996,tt0046004,nm0649907
1997,tt0046008,nm0019282
1998,tt0046008,nm0382548
1999,tt0046008,nm0780799
2000,tt0046008,nm0595654
2001,tt0046031,nm0475823
2002,tt0046031,nm0248161
2003,tt0046031,nm0512933
2004,tt0046040,nm0792845
2005,tt0046040,nm0665513
2006,tt0046183,nm0057381
2007,tt0046183,nm0780799
2008,tt0046183,nm0672093
2009,tt0046183,nm0670328
2010,tt0046183,nm0382548
2011,tt0046183,nm0727370
2012,tt0046183,nm0052520
2013,tt0046183,nm0942723
2014,tt0046183,nm0183183
2015,tt0046248,nm0649560
2016,tt0046264,nm0410725
2017,tt0046264,nm0006253
2018,tt0046303,nm0349238
2019,tt0046303,nm0792042
2020,tt0046303,nm0769627
2021,tt0046375,nm0303930
2022,tt0046375,nm0192356
2023,tt0046446,nm0371088
2024,tt0046446,nm0527331
2025,tt0046446,nm0943782
2026,tt0046451,nm0800631
2027,tt0046451,nm0065442
2028,tt0046451,nm0341071
2029,tt0046511,nm0104329
2030,tt0046511,nm0744023
2031,tt0046511,nm0171372
2032,tt0046511,nm0682881
2033,tt0046672,nm0271641
2034,tt0046672,nm0894523
2035,tt0046750,nm0370615
2036,tt0046750,nm0849068
2037,tt0046750,nm0406841
2038,tt0046757,nm0671766
2039,tt0046757,nm0399517
2040,tt0046816,nm0731592
2041,tt0046816,nm0087581
2042,tt0046816,nm0941883
2043,tt0046874,nm0644048
2044,tt0046874,nm0780833
2045,tt0046878,nm0928108
2046,tt0046878,nm0330024
2047,tt0046878,nm0941556
2048,tt0046878,nm0370152
2049,tt0046878,nm0370252
2050,tt0046912,nm0461425
2051,tt0046998,nm0719756
2052,tt0046998,nm0031135
2053,tt0047094,nm0109118
2054,tt0047094,nm0000180
2055,tt0047094,nm0818050
2056,tt0047094,nm0115097
2057,tt0047123,nm0437717
2058,tt0047203,nm0235160
2059,tt0047203,nm0088161
2060,tt0047203,nm0740537
2061,tt0047203,nm0556945
2062,tt0047203,nm0373511
2063,tt0047203,nm0242850
2064,tt0047278,nm0323848
2065,tt0047278,nm0792670
2066,tt0047296,nm0775977
2067,tt0047296,nm0425711
2068,tt0047296,nm0802563
2069,tt0047437,nm0000697
2070,tt0047437,nm0853138
2071,tt0047437,nm0499626
2072,tt0047444,nm0389921
2073,tt0047444,nm0408348
2074,tt0047444,nm0906725
2075,tt0047444,nm0948982
2076,tt0047478,nm0000041
2077,tt0047478,nm0368074
2078,tt0047478,nm0644823
2079,tt0047494,nm0182362
2080,tt0047494,nm0760488
2081,tt0047507,nm0928611
2082,tt0047522,nm0366454
2083,tt0047522,nm0662213
2084,tt0047522,nm0132180
2085,tt0047522,nm0308604
2086,tt0047522,nm0920074
2087,tt0047528,nm0000019
2088,tt0047528,nm0684083
2089,tt0047528,nm0280919
2090,tt0047573,nm0792090
2091,tt0047573,nm0400914
2092,tt0047573,nm0946753
2093,tt0047638,nm0621534
2094,tt0047638,nm0406808
2095,tt0047647,nm0452134
2096,tt0047647,nm0916139
2097,tt0047647,nm0153698
2098,tt0047682,nm0442704
2099,tt0047682,nm0594666
2100,tt0047834,nm0000567
2101,tt0047834,nm0937852
2102,tt0047834,nm0532063
2103,tt0047834,nm8227431
2104,tt0047834,nm0354691
2105,tt0047834,nm0060742
2106,tt0047834,nm0372677
2107,tt0047834,nm1157821
2108,tt0047849,nm0442228
2109,tt0047849,nm0570190
2110,tt0047849,nm0107734
2111,tt0047878,nm0948634
2112,tt0047892,nm0578483
2113,tt0047892,nm0494138
2114,tt0047898,nm0000248
2115,tt0047898,nm0329966
2116,tt0047990,nm0066074
2117,tt0047990,nm0154158
2118,tt0047990,nm0315905
2119,tt0048002,nm0054748
2120,tt0048002,nm0073053
2121,tt0048002,nm0345363
2122,tt0048002,nm0408488
2123,tt0048002,nm0769249
2124,tt0048021,nm0494138
2125,tt0048021,nm0202088
2126,tt0048021,nm0923941
2127,tt0048028,nm0825705
2128,tt0048028,nm0651585
2129,tt0048055,nm0153698
2130,tt0048140,nm0842485
2131,tt0048140,nm0123242
2132,tt0048140,nm0750357
2133,tt0048140,nm0000581
2134,tt0048140,nm0372942
2135,tt0048275,nm0299586
2136,tt0048275,nm0638952
2137,tt0048275,nm0765264
2138,tt0048308,nm0491240
2139,tt0048308,nm0649097
2140,tt0048308,nm0905539
2141,tt0048308,nm0622148
2142,tt0048308,nm0001811
2143,tt0048308,nm0237836
2144,tt0048308,nm0311903
2145,tt0048317,nm0297190
2146,tt0048317,nm0501973
2147,tt0048337,nm0341178
2148,tt0048337,nm0550798
2149,tt0048342,nm0948634
2150,tt0048342,nm5042917
2151,tt0048342,nm0283638
2152,tt0048347,nm0628305
2153,tt0048347,nm0578439
2154,tt0048347,nm0019346
2155,tt0048347,nm0372942
2156,tt0048380,nm0637793
2157,tt0048380,nm0517597
2158,tt0048380,nm0373764
2159,tt0048424,nm0344181
2160,tt0048424,nm0012938
2161,tt0048424,nm0001452
2162,tt0048445,nm0397022
2163,tt0048445,nm0525067
2164,tt0048445,nm0006256
2165,tt0048445,nm0358564
2166,tt0048445,nm0726704
2167,tt0048473,nm0051808
2168,tt0048473,nm0006249
2169,tt0048488,nm0928108
2170,tt0048488,nm0537784
2171,tt0048491,nm0850168
2172,tt0048491,nm0408718
2173,tt0048499,nm0889513
2174,tt0048545,nm0827856
2175,tt0048545,nm0795730
2176,tt0048545,nm0712947
2177,tt0048579,nm0389921
2178,tt0048579,nm0408348
2179,tt0048579,nm0906725
2180,tt0048579,nm0948982
2181,tt0048605,nm0000697
2182,tt0048605,nm0043480
2183,tt0048613,nm0007815
2184,tt0048613,nm0766150
2185,tt0048641,nm0000005
2186,tt0048673,nm0491306
2187,tt0048673,nm0060914
2188,tt0048673,nm0000180
2189,tt0048673,nm0829330
2190,tt0048682,nm0827666
2191,tt0048729,nm0234758
2192,tt0048729,nm0001559
2193,tt0048752,nm0513028
2194,tt0048752,nm0627285
2195,tt0048801,nm0404062
2196,tt0048801,nm0532030
2197,tt0048820,nm0157860
2198,tt0048820,nm0442736
2199,tt0048820,nm0406808
2200,tt0048820,nm0621534
2201,tt0048933,nm0621534
2202,tt0048933,nm0793061
2203,tt0048947,nm0491306
2204,tt0048947,nm0561067
2205,tt0048947,nm0093397
2206,tt0048956,nm0051808
2207,tt0048956,nm0006249
2208,tt0048956,nm5581192
2209,tt0048981,nm0408488
2210,tt0048981,nm0769249
2211,tt0049010,nm0401738
2212,tt0049010,nm0537363
2213,tt0049010,nm0745579
2214,tt0049010,nm0000051
2215,tt0049010,nm0483149
2216,tt0049010,nm0644048
2217,tt0049010,nm0712947
2218,tt0049012,nm0847633
2219,tt0049012,nm0905271
2220,tt0049042,nm0554693
2221,tt0049042,nm0814956
2222,tt0049042,nm0280919
2223,tt0049042,nm0305557
2224,tt0049103,nm0743232
2225,tt0049147,nm0355040
2226,tt0049147,nm0367960
2227,tt0049147,nm0826264
2228,tt0049201,nm0319663
2229,tt0049201,nm0745866
2230,tt0049207,nm0316251
2231,tt0049207,nm0314584
2232,tt0049207,nm0898812
2233,tt0049223,nm0401738
2234,tt0049223,nm0088726
2235,tt0049223,nm1051864
2236,tt0049223,nm0000636
2237,tt0049259,nm0957652
2238,tt0049259,nm0042179
2239,tt0049259,nm0098204
2240,tt0049261,nm0272209
2241,tt0049261,nm0347451
2242,tt0049261,nm0595573
2243,tt0049287,nm0341458
2244,tt0049287,nm0360221
2245,tt0049291,nm0948634
2246,tt0049291,nm0775977
2247,tt0049293,nm0958454
2248,tt0049293,nm0477702
2249,tt0049397,nm0489642
2250,tt0049397,nm0689926
2251,tt0049408,nm0499626
2252,tt0049408,nm0358564
2253,tt0049408,nm0484933
2254,tt0049470,nm0371088
2255,tt0049470,nm0071657
2256,tt0049470,nm0943922
2257,tt0049470,nm0534191
2258,tt0049474,nm0425913
2259,tt0049474,nm0934150
2260,tt0049509,nm0372942
2261,tt0049516,nm0351444
2262,tt0049531,\N
2263,tt0049552,nm0798103
2264,tt0049552,nm0328959
2265,tt0049601,nm0785245
2266,tt0049615,nm0750870
2267,tt0049615,nm0525563
2268,tt0049665,nm0108595
2269,tt0049665,nm0318150
2270,tt0049665,nm0365417
2271,tt0049674,nm0000636
2272,tt0049674,nm0000059
2273,tt0049674,nm0308243
2274,tt0049674,nm1410377
2275,tt0049710,nm0389921
2276,tt0049710,nm0408348
2277,tt0049710,nm0906725
2278,tt0049710,nm0948982
2279,tt0049777,nm0123242
2280,tt0049777,nm0442151
2281,tt0049777,nm0853975
2282,tt0049783,nm0464440
2283,tt0049783,nm0492239
2284,tt0049794,nm0481296
2285,tt0049829,nm0027355
2286,tt0049833,nm0933335
2287,tt0049833,nm0408933
2288,tt0049833,nm0816161
2289,tt0049833,nm0533418
2290,tt0049833,nm0489679
2291,tt0049833,nm0307471
2292,tt0049833,nm0290931
2293,tt0049843,nm0774441
2294,tt0049843,nm0663624
2295,tt0049866,nm0544457
2296,tt0049866,nm0031196
2297,tt0049866,nm0176420
2298,tt0049866,nm0857420
2299,tt0049866,nm0557840
2300,tt0049871,nm0796009
2301,tt0049871,nm0513744
2302,tt0049871,nm0556922
2303,tt0049902,nm0222519
2304,tt0049902,nm0000975
2305,tt0050091,nm0757940
2306,tt0050105,nm0202681
2307,tt0050105,nm0564970
2308,tt0050105,nm0186118
2309,tt0050105,nm0829330
2310,tt0050147,nm0341458
2311,tt0050201,nm0437189
2312,tt0050210,nm0119409
2313,tt0050281,nm0330026
2314,tt0050322,nm0534848
2315,tt0050347,nm0015899
2316,tt0050356,nm0562606
2317,tt0050356,nm0713454
2318,tt0050371,nm0775977
2319,tt0050381,nm0722559
2320,tt0050381,nm0290371
2321,tt0050381,nm0208086
2322,tt0050381,nm0292368
2323,tt0050381,nm0408488
2324,tt0050381,nm0769249
2325,tt0050414,nm0077121
2326,tt0050414,nm0590387
2327,tt0050458,nm0000774
2328,tt0050458,nm0059026
2329,tt0050458,nm0208086
2330,tt0050490,nm0536941
2331,tt0050490,nm0001379
2332,tt0050490,nm0789650
2333,tt0050539,nm0558577
2334,tt0050539,nm0671766
2335,tt0050545,nm0348673
2336,tt0050545,nm0551869
2337,tt0050545,nm0265640
2338,tt0050546,nm0401738
2339,tt0050546,nm0178008
2340,tt0050599,nm0258493
2341,tt0050599,nm0205065
2342,tt0050599,nm0906850
2343,tt0050610,nm0325825
2344,tt0050610,nm0088726
2345,tt0050622,nm0351444
2346,tt0050622,nm0733501
2347,tt0050622,nm0658158
2348,tt0050665,nm0315547
2349,tt0050665,nm0066074
2350,tt0050681,nm0924000
2351,tt0050681,nm0132790
2352,tt0050681,nm0324578
2353,tt0050681,nm0730850
2354,tt0050706,nm0481401
2355,tt0050706,nm0478327
2356,tt0050706,nm0004244
2357,tt0050783,nm0000019
2358,tt0050783,nm0280919
2359,tt0050783,nm0684083
2360,tt0050783,nm0001596
2361,tt0050783,nm0740021
2362,tt0050803,nm0166545
2363,tt0050803,nm0123443
2364,tt0050803,nm0495295
2365,tt0050858,nm0030018
2366,tt0050858,nm0030019
2367,tt0050858,nm0286163
2368,tt0050858,nm0271641
2369,tt0050976,nm0000005
2370,tt0050986,nm0000005
2371,tt0051003,nm0511421
2372,tt0051003,nm0000697
2373,tt0051003,nm0562606
2374,tt0051003,nm0496468
2375,tt0051020,nm0753132
2376,tt0051020,nm0712970
2377,tt0051036,nm0644048
2378,tt0051036,nm0499626
2379,tt0051036,nm0533241
2380,tt0051047,nm0447944
2381,tt0051047,nm0001465
2382,tt0051077,nm0425913
2383,tt0051077,nm0858099
2384,tt0051077,nm0165918
2385,tt0051082,nm0314046
2386,tt0051082,nm0794804
2387,tt0051087,nm0629580
2388,tt0051087,nm0805340
2389,tt0051087,nm0437352
2390,tt0051337,nm0463894
2391,tt0051337,nm0366063
2392,tt0051383,nm0173679
2393,tt0051383,nm0337582
2394,tt0051383,nm0219532
2395,tt0051398,nm0337084
2396,tt0051398,nm0820713
2397,tt0051398,nm0049587
2398,tt0051398,nm0335455
2399,tt0051398,nm0370883
2400,tt0051404,nm0001031
2401,tt0051411,nm0916139
2402,tt0051411,nm0058905
2403,tt0051411,nm0928623
2404,tt0051411,nm0922143
2405,tt0051411,nm0943753
2406,tt0051411,nm0357824
2407,tt0051484,nm0773663
2408,tt0051484,nm0325135
2409,tt0051507,nm0003198
2410,tt0051525,nm0949917
2411,tt0051525,nm0808414
2412,tt0051720,nm1516268
2413,tt0051720,nm0654868
2414,tt0051720,nm0633792
2415,tt0051739,nm0142629
2416,tt0051739,nm0000027
2417,tt0051776,nm0501973
2418,tt0051776,nm0121254
2419,tt0051790,nm0001178
2420,tt0051792,nm0051855
2421,tt0051792,nm0006249
2422,tt0051792,nm0159347
2423,tt0051845,nm0637793
2424,tt0051845,nm0640312
2425,tt0051866,nm0798103
2426,tt0051899,nm0114904
2427,tt0051899,nm0741627
2428,tt0051927,nm0419485
2429,tt0051959,nm0799403
2430,tt0051959,nm0534693
2431,tt0051980,nm0265792
2432,tt0051980,nm0455839
2433,tt0051993,nm0180020
2434,tt0051993,nm0890130
2435,tt0052005,nm0536941
2436,tt0052005,nm0505615
2437,tt0052005,nm0405188
2438,tt0052017,nm0000005
2439,tt0052017,nm0410694
2440,tt0052046,nm0060613
2441,tt0052046,nm0006249
2442,tt0052077,nm0000248
2443,tt0052104,nm0064579
2444,tt0052104,nm0372942
2445,tt0052104,nm0076618
2446,tt0052131,nm0276102
2447,tt0052131,nm0831290
2448,tt0052151,nm0310775
2449,tt0052151,nm0063459
2450,tt0052156,nm0325825
2451,tt0052156,nm0088726
2452,tt0052188,nm0384613
2453,tt0052188,nm0831580
2454,tt0052216,nm0408488
2455,tt0052216,nm0769249
2456,tt0052216,nm0147599
2457,tt0052216,nm0598102
2458,tt0052216,nm0130902
2459,tt0052218,nm0428296
2460,tt0052218,nm0665875
2461,tt0052218,nm0790654
2462,tt0052279,nm0132790
2463,tt0052286,nm0348673
2464,tt0052286,nm0805748
2465,tt0052289,nm0241949
2466,tt0052311,nm0000080
2467,tt0052311,nm0557767
2468,tt0052311,nm0168759
2469,tt0052311,nm0597574
2470,tt0052357,nm0178785
2471,tt0052357,nm0853138
2472,tt0052357,nm0092267
2473,tt0052357,nm0092268
2474,tt0052357,nm0027173
2475,tt0052378,nm0330026
2476,tt0052378,nm0946753
2477,tt0052394,nm0751951
2478,tt0052561,nm0562606
2479,tt0052561,nm0871261
2480,tt0052572,nm0051808
2481,tt0052572,nm0006249
2482,tt0052600,nm0161055
2483,tt0052600,nm0947899
2484,tt0052609,nm0341458
2485,tt0052611,nm0522123
2486,tt0052611,nm0416393
2487,tt0052646,nm0338018
2488,tt0052646,nm0138223
2489,tt0052654,nm1537957
2490,tt0052654,nm0543773
2491,tt0052654,nm0666710
2492,tt0052654,nm0926919
2493,tt0052698,nm0320510
2494,tt0052698,nm0767110
2495,tt0052698,nm0418625
2496,tt0052700,nm0614645
2497,tt0052700,nm0505670
2498,tt0052708,nm0001031
2499,tt0052708,nm0337541
2500,tt0052724,nm2806393
2501,tt0052724,nm0948634
2502,tt0052735,nm0226538
2503,tt0052735,nm0452134
2504,tt0052735,nm0789737
2505,tt0052782,nm0290371
2506,tt0052782,nm0814668
2507,tt0052782,nm0012634
2508,tt0052782,nm0208086
2509,tt0052805,nm0189875
2510,tt0052805,nm0895446
2511,tt0052805,nm0649560
2512,tt0052809,nm0741439
2513,tt0052809,nm0789520
2514,tt0052809,nm0809731
2515,tt0052809,nm0629702
2516,tt0052832,nm0931783
2517,tt0052832,nm0731409
2518,tt0052846,nm0446129
2519,tt0052846,nm0799972
2520,tt0052876,nm0562606
2521,tt0052876,nm0919925
2522,tt0052876,nm0424986
2523,tt0052888,nm0781552
2524,tt0052888,nm0387428
2525,tt0052888,nm0164967
2526,tt0052888,nm0385621
2527,tt0052918,nm0341178
2528,tt0052918,nm0778818
2529,tt0052918,nm0403595
2530,tt0052954,nm0023551
2531,tt0052961,nm0758357
2532,tt0052961,nm0690597
2533,tt0052961,nm0147599
2534,tt0052969,nm0799972
2535,tt0052993,nm0190185
2536,tt0052993,nm0688117
2537,tt0052997,nm0092675
2538,tt0052997,nm0285302
2539,tt0053003,nm0344645
2540,tt0053003,nm0876562
2541,tt0053003,nm0941213
2542,tt0053039,nm0316251
2543,tt0053039,nm0208086
2544,tt0053039,nm0314584
2545,tt0053039,nm0300516
2546,tt0053050,nm0245213
2547,tt0053050,nm0730648
2548,tt0053050,nm0419986
2549,tt0053065,nm0154665
2550,tt0053121,nm0648958
2551,tt0053121,nm0905271
2552,tt0053133,nm0569423
2553,tt0053133,nm0689796
2554,tt0053133,nm0317254
2555,tt0053133,nm0453153
2556,tt0053134,nm0633792
2557,tt0053134,nm0654868
2558,tt0053137,nm0668122
2559,tt0053137,nm0796009
2560,tt0053183,nm1061628
2561,tt0053183,nm0916139
2562,tt0053198,nm0000076
2563,tt0053198,nm0610115
2564,tt0053226,nm0665513
2565,tt0053226,nm0104050
2566,tt0053226,nm0725006
2567,tt0053241,nm0868531
2568,tt0053241,nm0136579
2569,tt0053242,nm0337944
2570,tt0053242,nm0375355
2571,tt0053250,nm0501015
2572,tt0053250,nm0275312
2573,tt0053250,nm0463305
2574,tt0053250,nm0718383
2575,tt0053250,nm0754081
2576,tt0053250,nm0826521
2577,tt0053250,nm0535512
2578,tt0053250,nm0055030
2579,tt0053285,nm0672093
2580,tt0053285,nm0674518
2581,tt0053285,nm0727370
2582,tt0053285,nm0382548
2583,tt0053285,nm0670328
2584,tt0053285,nm0780799
2585,tt0053285,nm0942723
2586,tt0053285,nm0052520
2587,tt0053317,nm0525689
2588,tt0053317,nm0787665
2589,tt0053317,nm0794804
2590,tt0053337,nm0333650
2591,tt0053361,nm0129832
2592,tt0053361,nm0370058
2593,tt0053361,nm0809949
2594,tt0053388,nm0782883
2595,tt0053388,nm0645461
2596,tt0053390,nm0654868
2597,tt0053390,nm0633792
2598,tt0053390,nm0407456
2599,tt0053403,nm0031149
2600,tt0053403,nm0419986
2601,tt0053403,nm0543733
2602,tt0053403,nm0894577
2603,tt0053434,nm0015899
2604,tt0053434,nm0355964
2605,tt0053459,nm0715118
2606,tt0053459,nm0092267
2607,tt0053459,nm0092268
2608,tt0053459,nm0767110
2609,tt0053459,nm0309039
2610,tt0053472,nm0000076
2611,tt0053472,nm0000419
2612,tt0053472,nm0001031
2613,tt0053579,nm1516268
2614,tt0053579,nm0633792
2615,tt0053579,nm0654868
2616,tt0053598,nm0176420
2617,tt0053598,nm0233631
2618,tt0053598,nm0541333
2619,tt0053602,nm0339995
2620,tt0053602,nm0185954
2621,tt0053602,nm0285302
2622,tt0053604,nm0000697
2623,tt0053604,nm0224634
2624,tt0053611,nm0330388
2625,tt0053636,nm0715862
2626,tt0053636,nm0647688
2627,tt0053636,nm0347708
2628,tt0053643,nm0001596
2629,tt0053643,nm0899616
2630,tt0053643,nm0104329
2631,tt0053643,nm0006615
2632,tt0053651,nm0682287
2633,tt0053666,nm0337541
2634,tt0053666,nm0001031
2635,tt0053724,nm0044156
2636,tt0053724,nm0274659
2637,tt0053746,nm0155009
2638,tt0053746,nm0451576
2639,tt0053765,nm1830687
2640,tt0053765,nm0006249
2641,tt0053779,nm0000019
2642,tt0053779,nm0280919
2643,tt0053779,nm0684083
2644,tt0053779,nm0740021
2645,tt0053779,nm0001596
2646,tt0053796,nm0651570
2647,tt0053796,nm0460600
2648,tt0053849,nm0493446
2649,tt0053849,nm0319663
2650,tt0053856,nm0024847
2651,tt0053856,nm0264420
2652,tt0053856,nm0598975
2653,tt0053856,nm0744023
2654,tt0053856,nm0958479
2655,tt0053917,nm0290809
2656,tt0053917,nm0712419
2657,tt0053917,nm0401968
2658,tt0053935,nm0484906
2659,tt0053935,nm0607322
2660,tt0053944,nm0825955
2661,tt0053967,nm0560249
2662,tt0053967,nm0124947
2663,tt0053967,nm0000320
2664,tt0053976,nm0410694
2665,tt0053987,nm1027925
2666,tt0053987,nm0464846
2667,tt0053987,nm0001789
2668,tt0054020,nm0241949
2669,tt0054020,nm0686089
2670,tt0054020,nm0742843
2671,tt0054042,nm0871252
2672,tt0054042,nm0136061
2673,tt0054042,nm0310449
2674,tt0054047,nm0731679
2675,tt0054047,nm0000041
2676,tt0054047,nm0077159
2677,tt0054047,nm0368074
2678,tt0054047,nm0628305
2679,tt0054047,nm0644823
2680,tt0054067,nm0208086
2681,tt0054067,nm0004531
2682,tt0054067,nm0324690
2683,tt0054067,nm0383318
2684,tt0054067,nm0000878
2685,tt0054067,nm0181753
2686,tt0054067,nm0210796
2687,tt0054086,nm0789737
2688,tt0054086,nm0032724
2689,tt0054086,nm0542554
2690,tt0054115,nm0347086
2691,tt0054115,nm0211496
2692,tt0054115,nm0265995
2693,tt0054119,nm0029156
2694,tt0054119,nm0804592
2695,tt0054130,nm0000774
2696,tt0054130,nm0280919
2697,tt0054130,nm0346096
2698,tt0054152,nm0001294
2699,tt0054189,nm0383604
2700,tt0054189,nm0167496
2701,tt0054189,nm0337541
2702,tt0054195,nm0692108
2703,tt0054195,nm0842582
2704,tt0054198,nm0202088
2705,tt0054205,nm0237707
2706,tt0054215,nm0825010
2707,tt0054215,nm0088645
2708,tt0054240,nm0000248
2709,tt0054248,nm0899581
2710,tt0054248,nm0147599
2711,tt0054248,nm0695390
2712,tt0054248,nm0275269
2713,tt0054248,nm0290050
2714,tt0054248,nm0575804
2715,tt0054248,nm0856489
2716,tt0054279,nm0693355
2717,tt0054279,nm0610480
2718,tt0054279,nm0156320
2719,tt0054292,nm0068650
2720,tt0054292,nm0325135
2721,tt0054331,nm0874308
2722,tt0054331,nm0268779
2723,tt0054331,nm0001811
2724,tt0054331,nm0932229
2725,tt0054331,nm1306202
2726,tt0054333,nm0127168
2727,tt0054333,nm0397271
2728,tt0054333,nm0587852
2729,tt0054353,nm0501973
2730,tt0054353,nm0165853
2731,tt0054357,nm0370328
2732,tt0054357,nm0944146
2733,tt0054358,nm0352555
2734,tt0054387,nm0241949
2735,tt0054387,nm0920229
2736,tt0054389,nm0328959
2737,tt0054389,nm0000076
2738,tt0054389,nm0610115
2739,tt0054393,nm0330026
2740,tt0054393,nm0946753
2741,tt0054407,nm0320510
2742,tt0054407,nm0065442
2743,tt0054407,nm0042159
2744,tt0054412,nm0447860
2745,tt0054413,nm0408488
2746,tt0054413,nm0769249
2747,tt0054413,nm0173728
2748,tt0054413,nm0284503
2749,tt0054425,nm0002192
2750,tt0054425,nm0369702
2751,tt0054425,nm0478800
2752,tt0054476,nm0651585
2753,tt0054476,nm0401239
2754,tt0054476,nm0212644
2755,tt0054599,nm0001596
2756,tt0054599,nm0162952
2757,tt0054614,nm0455095
2758,tt0054614,nm0418972
2759,tt0054614,nm0000636
2760,tt0054665,nm0106404
2761,tt0054665,nm0119279
2762,tt0054665,nm0435079
2763,tt0054665,nm0711474
2764,tt0054665,nm0954724
2765,tt0054687,nm0056191
2766,tt0054687,nm0759029
2767,tt0054691,nm0111735
2768,tt0054691,nm0175028
2769,tt0054731,nm0152000
2770,tt0054731,nm0340042
2771,tt0054731,nm0319179
2772,tt0054734,nm0002192
2773,tt0054734,nm0335093
2774,tt0054734,nm0800631
2775,tt0054743,nm0375484
2776,tt0054743,nm0371088
2777,tt0054745,\N
2778,tt0054749,nm0603179
2779,tt0054749,nm0953790
2780,tt0054749,nm0001120
2781,tt0054790,nm0542554
2782,tt0054790,nm0346436
2783,tt0054847,nm0290931
2784,tt0054847,nm0948634
2785,tt0054847,nm0059553
2786,tt0054923,nm0282437
2787,tt0054923,nm0463430
2788,tt0054949,nm0673681
2789,tt0054949,nm0102030
2790,tt0054949,nm0002216
2791,tt0054997,nm0140987
2792,tt0054997,nm0744035
2793,tt0054997,nm0856677
2794,tt0055018,nm0416556
2795,tt0055018,nm0607876
2796,tt0055018,nm0033780
2797,tt0055018,nm0001986
2798,tt0055031,nm0542631
2799,tt0055031,nm0001050
2800,tt0055032,nm0734132
2801,tt0055032,nm0000076
2802,tt0055032,nm0344171
2803,tt0055093,nm0218840
2804,tt0055100,nm0788630
2805,tt0055100,nm0377417
2806,tt0055153,nm0412619
2807,tt0055153,nm0465461
2808,tt0055153,nm0442819
2809,tt0055184,nm0007186
2810,tt0055233,nm0559695
2811,tt0055233,nm0408350
2812,tt0055233,nm0462030
2813,tt0055233,nm0327113
2814,tt0055254,nm0670328
2815,tt0055254,nm0807977
2816,tt0055256,nm0000697
2817,tt0055256,nm0224634
2818,tt0055256,nm0597175
2819,tt0055257,nm0873613
2820,tt0055257,nm0932229
2821,tt0055257,nm0624605
2822,tt0055257,nm0001603
2823,tt0055257,nm0785245
2824,tt0055277,nm0477696
2825,tt0055277,nm0842582
2826,tt0055294,nm0854278
2827,tt0055294,nm0208605
2828,tt0055294,nm0311374
2829,tt0055294,nm0550777
2830,tt0055304,nm0558577
2831,tt0055304,nm0000590
2832,tt0055408,nm0649650
2833,tt0055408,nm0652679
2834,tt0055408,nm0305885
2835,tt0055408,nm0086466
2836,tt0055458,nm0486538
2837,tt0055458,nm0880493
2838,tt0055458,nm0926821
2839,tt0055458,nm0850895
2840,tt0055499,nm0000005
2841,tt0055539,nm1537957
2842,tt0055539,nm0403346
2843,tt0055539,nm0527331
2844,tt0055539,nm0718135
2845,tt0055539,nm0874308
2846,tt0055562,nm0605734
2847,tt0055562,nm2818641
2848,tt0055597,nm0337944
2849,tt0055597,nm0566531
2850,tt0055599,nm0710919
2851,tt0055599,nm0001501
2852,tt0055599,nm0275081
2853,tt0055602,nm0814242
2854,tt0055614,nm0499626
2855,tt0055614,nm0491306
2856,tt0055614,nm0730385
2857,tt0055614,nm0000636
2858,tt0055618,nm0068393
2859,tt0055618,nm0913961
2860,tt0055618,nm0356227
2861,tt0055630,nm0000041
2862,tt0055630,nm0452878
2863,tt0055724,nm0051855
2864,tt0055724,nm0006249
2865,tt0055747,nm0410982
2866,tt0055747,nm0649096
2867,tt0055747,nm0744022
2868,tt0055747,nm0760434
2869,tt0055747,nm0824046
2870,tt0055747,nm0000076
2871,tt0055796,nm0185298
2872,tt0055796,nm0152508
2873,tt0055796,nm0578479
2874,tt0055796,nm0001811
2875,tt0055796,nm0090840
2876,tt0055796,nm0744035
2877,tt0055805,nm0037097
2878,tt0055805,nm0147599
2879,tt0055805,nm0130902
2880,tt0055805,nm0598102
2881,tt0055805,nm0280919
2882,tt0055805,nm0684083
2883,tt0055805,nm0000019
2884,tt0055805,nm0661650
2885,tt0055805,nm0740021
2886,tt0055805,nm0899581
2887,tt0055805,nm0953790
2888,tt0055805,nm0560943
2889,tt0055824,nm0531792
2890,tt0055824,nm0916139
2891,tt0055830,nm0166647
2892,tt0055830,nm0367547
2893,tt0055850,nm0946672
2894,tt0055872,nm0799972
2895,tt0055872,nm3065261
2896,tt0055884,nm0460600
2897,tt0055884,nm0636002
2898,tt0055884,nm0863478
2899,tt0055913,nm0316251
2900,tt0055913,nm0208086
2901,tt0055913,nm0314584
2902,tt0055913,nm0408488
2903,tt0055946,nm0917576
2904,tt0055946,nm0355256
2905,tt0055972,nm0330227
2906,tt0055972,nm0330468
2907,tt0055981,nm0647438
2908,tt0055998,nm0442105
2909,tt0055998,nm0718140
2910,tt0055998,nm0765683
2911,tt0056045,nm0321593
2912,tt0056045,nm0752922
2913,tt0056048,nm0491306
2914,tt0056048,nm0497346
2915,tt0056048,nm0818700
2916,tt0056049,nm0793881
2917,tt0056058,nm0847668
2918,tt0056058,nm0368074
2919,tt0056059,nm0102824
2920,tt0056059,nm0475823
